job_title,company,location,preferred_qualifications,minimum_qualifications,url,source
Data Scientist / ML Engineer,"Paradyme, a CATHEXIS Company","Tysons Corner, VA","['Experience with scalable ML (MapReduce, Spark)', 'Experience in Generative AI, e.g., Large Language Models (LLMs), embedding models, prompt engineering, and fine-tuning', 'Experience with reinforcement learning', 'A portfolio of projects (GitHub, papers, etc.)']","[""Masters degree in Computer Science, Electrical Engineering, Statistics, or equivalent fields or Bachelor's degree in Computer Science, Electrical Engineering, Statistics, or equivalent fields with one year of relevant work experience"", 'Applied Machine Learning experience (regression and classification, supervised, self-supervised, and unsupervised learning)', 'Strong mathematical background (linear algebra, calculus, probability, and statistics)', 'Proficiency in Python and objected-oriented programming, e.g. JavaScript', 'Familiarity with key Python packages for data wrangling, machine learning, and deep learning such as pandas, sklearn, tensorflow, torch, langchain, etc.', 'Ability to drive a project and work both independently and in a cross-functional team', 'Smart, motivated, can-do attitude, and seeks to make a difference in a fast-paced environment', 'Excellent verbal and written communication']",https://www.linkedin.com/jobs/view/data-scientist-ml-engineer-at-paradyme-a-cathexis-company-4073657779,LinkedIn
"Data Scientist, Decisions",Lyft,San Francisco,"['Advanced degree in a quantitative field (e.g., statistics, economics, applied math, operations research, engineering)', 'Proficiency in SQL for querying large datasets', 'Strong programming skills, particularly in Python or R, with experience in data analysis and visualization libraries', 'Strong written and verbal communication skills', 'Ability to independently manage project roadmaps, identify risks, and execute high-quality analytical solutions', 'Proactive approach to cross-functional teamwork, resolving conflicts, and fostering a psychologically safe and growth-oriented work environment']","['Degree in a quantitative field (e.g., statistics, economics, applied math, operations research, engineering)', '5+ years in data science or analytics roles', 'Proficiency in SQL for querying large datasets', 'Strong programming skills, particularly in Python or R, with experience in data analysis and visualization libraries', 'Strong written and verbal communication skills', 'Ability to independently manage project roadmaps, identify risks, and execute high-quality analytical solutions', 'Proactive approach to cross-functional teamwork, resolving conflicts, and fostering a psychologically safe and growth-oriented work environment']",https://www.linkedin.com/jobs/view/data-scientist-decisions-customer-care-tech-at-lyft-4151689613,LinkedIn
Data Scientist,Google,"San Francisco, CA, USA; Sunnyvale, CA, USA","['5 years of experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical analysis, or a PhD degree', '3 years of experience developing and deploying machine learning and AI models in production settings', 'Experience applying a variety of unsupervised, semi-supervised, and supervised machine learning techniques, and the ability to turn big data into actionable intelligence']","[""Master's degree in Statistics, Data Science, Mathematics, Physics, Economics, Operations Research, Engineering, or a related quantitative field"", '3 years of experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical analysis, or a PhD degree', 'Experience developing in Python']",https://www.linkedin.com/jobs/view/data-scientist-research-cloud-security-at-google-4186406954,LinkedIn
Research Scientist,Lyft,San Francisco,"['M.S. or Ph.D. in Statistics, Operations Research, Mathematics, Computer Science, or other quantitative fields', '3+ years professional experience', 'Passion for solving unstructured and non-standard mathematical problems', 'End-to-end experience with data, including querying, aggregation, analysis, and visualization', 'Proficiency with Python, or another interpreted programming language like R or Matlab', 'Willingness to collaborate and communicate with others to solve a problem']","['M.S. or Ph.D. in Statistics, Operations Research, Mathematics, Computer Science, or other quantitative fields', '3+ years professional experience']",https://www.linkedin.com/jobs/view/data-scientist-algorithms-primetime-pricing-at-lyft-4105035525,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","[""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent"", '4+ years of work experience in analytics, data querying languages such as SQL, scripting languages such as Python, and/or statistical mathematical software such as R (minimum of 2 years with a Ph.D.)', '4+ years of experience solving analytical problems using quantitative approaches, understanding ecosystems, user behaviors & long-term product trends, and leading data-driven projects from definition to execution [including defining metrics, experiment, design, communicating actionable insights]']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4133149645,LinkedIn
Machine Learning Engineer,TurbineOne,Geographically flexible for home-office,"['7+ years of full stack work experience', 'College degree/certifications in Computer Science or similar field', 'Knowledge of deep learning algorithm development and experience with ML experimentation', 'Experience with TensorFlow, PyTorch, and Jax']","['High standard of ethics, grit, integrity and moral character', ""Ability and confidence to learn what's required to add functionality to the product"", 'Deep curiosity about customer problems and technical solutions', 'Positive and solution-oriented mindset', 'Experience in a production software development environment', 'Willingness to embrace the Startup Culture']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-turbineone-4119089828,LinkedIn
Research Scientist in Machine Learning and Natural Language Processing,Abridge,"San Francisco, New York, Pittsburgh","['High-impact publications at peer-reviewed AI conferences (e.g. *CL, NeurIPS, ICML, ICLR)', 'Significant real-world impact, as demonstrated through open source contributions and deployed technology']","['Strong research background, as demonstrated through papers and a graduate degree (MS or PhD) in Electrical Engineering, Computer Sciences, Mathematics, or equivalent experience', 'Strong programming skills with proven experience crafting, prototyping, and delivering machine learning solutions into production', 'Experience with deep learning libraries (e.g. PyTorch, Jax, Tensorflow) and platforms, multi-GPU training, and statistical analyses of observational and experimental data']",https://www.linkedin.com/jobs/view/machine-learning-scientist-nlp-all-levels-at-abridge-4179501766,LinkedIn
Parsing Error,Eon Systems PBC,Parsing Error,['Parsing Error'],['Parsing Error'],https://www.linkedin.com/jobs/view/research-engineer-machine-learning-ml-at-eon-systems-pbc-4184624541,LinkedIn
"Data Scientist, Senior—Enterprise DS & AI Org",Enexus Global Inc.,"Oakland, CA","['Experience building computer vision models', 'Experience with AWS technologies (S3, GroundTruth, Sagemaker)']","['Bachelor’s degree in Data Science, Machine Learning, Computer Science, Physics, Econometrics or Economics, Engineering, Mathematics, Applied Sciences, Statistics, or equivalent field', '4 years in data science (or 2 years with a master’s degree)']",https://www.linkedin.com/jobs/view/senior-data-scientist-ds-ai-org-at-enexus-global-inc-4162655708,LinkedIn
Data Scientist - Connected TV (CTV),Google,United States,"[""Master's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field."", '5 years of work experience with analysis applications (e.g., extracting insights, performing statistical analysis, or solving business problems), and coding (e.g., Python, R, SQL).']","[""Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field."", ""5 years of work experience with analysis applications (extracting insights, performing statistical analysis, or solving business problems), and coding (Python, R, SQL) (or 2 years work experience plus a Master's degree)."", '2 years of experience working with Marketing Mix Models.', 'Experience with matched market testing, A/B Testing, Geo Experiments, user-ablation studies, basic statistics, and regression analysis.']",https://www.linkedin.com/jobs/view/data-scientist-connected-tv-roi-measurement-at-google-4183430673,LinkedIn
Data Scientist,Slope,Not specified,"['Master’s or Ph.D. in Quantitative Finance, Statistics, Computer Science, Mathematics, Economics, or related field', 'Experienced with machine learning concept and risk modeling techniques such as regression, decision trees and boosting; experience with building data products using LLM is strongly preferred']","['5+ years experience in advanced statistical modeling with strong technical skills, preferably in both model development and deployment', 'Strong skill set with Python (including sklearn, pandas, numpy, etc.) and SQL', 'Experience with consumer / small business lending and payments risk management (credit and/or fraud); knowledge of using alternative data sources for underwriting, such as e-commerce and accounting data, is strongly preferred']",https://www.linkedin.com/jobs/view/data-scientist-at-slope-4176192563,LinkedIn
Machine Learning Engineer (Open-Endedness),Flagship Pioneering,Lila Sciences,"['Designing data pipelines for machine learning on multi-node GPU clusters', 'Training large language models including domain adaptation and retrieval-augmented generation (RAG) as part of an agentic framework', 'Implementing robust evaluation frameworks, including custom benchmarks, to rigorously test model performance and reliability', 'Integrating ML solutions into production environments']","['Master’s or PhD degree in a quantitative field (e.g., Computer Science, Machine Learning, Statistics, Physics, Mathematics) or equivalent industry experience', 'Strong background in deep learning frameworks (e.g., PyTorch, TensorFlow, JAX)', 'Experience with distributed computing platforms (AWS, GCP, Azure, or on-prem clusters)', 'Git/GitHub Experience', 'CI/CD Platform Experience (Jenkins, GitHub Actions, Azure DevOps, etc.)']",https://www.linkedin.com/jobs/view/machine-learning-engineers-open-endedness-open-level-at-flagship-pioneering-4172904995,LinkedIn
Machine Learning Engineer,Attain,Not specified,['Experience with cloud computing services or platform (GCP preferred)'],"['4+ years of hands-on experience building and deploying machine learning models', 'Strong expertise in developing and deploying offline and online machine learning services in production', 'Solid understanding of machine learning software and infrastructure development', 'Proficiency in Python', 'Strong SQL skills', 'Familiarity with version control and peer code review systems', 'Demonstrated ability to learn and embrace new technologies, applications, and approaches', 'Willingness to roll up your sleeves and sometimes wear multiple hats across the data science team, depending on the needs of the business', 'Strong written and verbal communication skills and the ability to explain technical topics to both technical and non-technical audiences']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-attain-4181413660,LinkedIn
ML Engineer,Hedra,NYC or SF,"['Experience with cloud computing platforms such as Amazon Web Services, Google Cloud, or Microsoft Azure', 'Knowledge of containerization tools like Dockerfile and orchestration tools like Kubeflow', 'Understanding of distributed training techniques and how to scale models across multiple GPUs or machines', 'Proficiency in scripting languages like Python or Bash for automation tasks']","['Bachelor’s degree in Computer Science, Information Technology, or a related field, with a focus on system administration', 'Experience with cloud computing platforms such as Amazon Web Services, Google Cloud, or Microsoft Azure', 'Knowledge of containerization tools like Dockerfile and orchestration tools like Kubeflow', 'Understanding of distributed training techniques and how to scale models across multiple GPUs or machines', 'Proficiency in scripting languages like Python or Bash for automation tasks', 'Strong problem-solving and communication skills']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-hedra-4183844909,LinkedIn
Data Scientist,Tubi,"California, New York City, Westchester County, NY, and Seattle, WA","['Expertise in A/B testing, experimental design, and causal inference in a technology-driven environment', 'Experience with product analytics and working with event-level data', 'Video streaming industry experience is a plus']","['5+ years of work experience in analytics and SQL, Python, Spark, or R', 'Strong analytical skills with the ability to extract insights from large datasets using statistical methods', 'Excellent communication and presentation skills, with the ability to convey complex findings to non-technical stakeholders']",https://www.linkedin.com/jobs/view/data-scientist-at-tubi-4157964393,LinkedIn
Data Analyst,Slope,YC startup,"['Experience with consumer / small business lending and B2B payments', 'Strong skill set with Python, SQL, Excel, and data visualization', 'Web scraping and hacker mindset', 'Experience with building statistical models']","['2+ years experience in data analytics or data science', 'Bachelor’s in Quantitative Finance, Statistics, Economics, Mathematics or related fields', 'Excellent written and verbal communication skills', 'Attention to detail, strong work ethic, and a relentless drive', 'Self-directed and able to work with minimal supervision']",https://www.linkedin.com/jobs/view/data-scientist-growth-at-slope-4105129647,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","[""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent"", '4+ years of work experience in analytics, data querying languages such as SQL, scripting languages such as Python, and/or statistical mathematical software such as R (minimum of 2 years with a Ph.D.)', '4+ years of experience solving analytical problems using quantitative approaches, understanding ecosystems, user behaviors & long-term product trends, and leading data-driven projects from definition to execution [including defining metrics, experiment, design, communicating actionable insights]']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120824512,LinkedIn
Analytics Research Lead,Mixpanel,"Mixpanel, US","['Masters degree or greater in a quantitative field', 'Advanced SQL skills', 'Scripting ability in Python, R, or similar language', 'Familiarity with cloud-based data warehouses, dbt, and collaborative data science notebooks', 'Hands-on experience building and deploying statistical and/or machine learning models']","['Experience driving positive change with recommendations rooted in data analysis and quantitative research', 'Ability to work with structured and unstructured data', 'Experience collaborating effectively with teams and leaders in different parts of a business', 'Strong written and verbal communication skills']",https://www.linkedin.com/jobs/view/data-scientist-at-mixpanel-4181732222,LinkedIn
ML Solutions Engineer,SuperAnnotate,Partial remote working,"[""Master's degree in Computer Science, Machine Learning, Data Science, or other technically related fields"", '1+ years of experience as a technical solutions or sales engineer in a tech environment or a customer-facing role within a Professional Services/Systems Engineering team', 'Experience building Machine learning solutions (e.g., data pipelines, AI systems, LLMs, MLOps, etc.)']","['1+ years of customer-facing experience', 'Familiarity with Machine learning and Python', 'Experience delivering technical pitches', ""Bachelor's degree in Computer Science, Mathematics, Machine Learning, Data Science, or equivalent experience"", 'Ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Artificial Intelligence technology space', 'Outstanding English writing and verbal skills', 'Good communication skills and Good presentation skills']",https://www.linkedin.com/jobs/view/ml-solutions-engineer-at-superannotate-4172502560,LinkedIn
Data Scientist - Financial Forecasting,Brex,San Francisco,"['Experience building and maintaining financial forecasting models with a high degree of accuracy', 'Experience working in businesses with blended revenue models that include both recurring and consumption-based components']","[""Master's degree or Ph.D. in Finance, Statistics, Economics or a related quantitative field"", '5+ years of experience in a data science or related role supporting finance teams', 'Expertise in predictive modeling, causal inference, and time series forecasting', 'Knowledge of structural finance models, financial planning and analysis (FP&A) workflows and reporting, plus experience working with key performance indicators like LTV, CAC, and ARR', 'Proficiency in SQL and Python (or R) for data analysis and modeling', 'Ability to translate complex analyses into strategic recommendations for Finance and business leadership', 'Familiarity with BI tools (e.g., Tableau, Looker) and financial data sources', 'Excellent problem-solving skills and the ability to work independently in a fast-paced environment', 'Strong communication skills, with the ability to work cross-functionally']",https://www.linkedin.com/jobs/view/senior-data-scientist-finance-at-brex-4172594770,LinkedIn
Autonomy Pipeline Designer and Builder,Weave Robotics,Weave,"['Experience in vision language models, reinforcement learning, and robotics', 'Strong research fundamentals', 'Proficiency in Python and deep learning frameworks', 'Research experience']",[],https://www.linkedin.com/jobs/view/ml-research-scientist-at-weave-robotics-4166873585,LinkedIn
Data Scientist,Pinterest,US based applicants only,"['Experience using machine learning and deep learning frameworks, such as PyTorch, TensorFlow or scikit-learn', 'A scientifically rigorous approach to analysis and data, and a well-tuned sense of skepticism, attention to detail and commitment to high-quality, results-oriented output']","['4+ years of experience analyzing data in a fast-paced, data-driven environment with proven ability to apply scientific methods to solve real-world problems on web-scale data', 'Extensive experience solving analytical problems using quantitative approaches including in the fields of Machine Learning, Statistical Modeling, Forecasting, Econometrics or other related fields', 'Ability to manipulate large data sets with high dimensionality and complexity; fluency in SQL (or other database languages) and a scripting language (Python or R)', 'Excellent communication skills and ability to explain learnings to both technical and non-technical partners', 'Bachelor’s degree in Computer Science, a related field or equivalent experience']",https://www.linkedin.com/jobs/view/data-scientist-at-pinterest-3965753694,LinkedIn
Machine Learning Research Intern,Cognitiv,"San Mateo, CA","['Experience with LLMs and fine-tuning transformer-based models is a plus', 'Familiarity with AdTech, real-time bidding (RTB), or online advertising models is a bonus', 'Exposure to C++ for ML performance optimization is a significant advantage']","['Pursuing or recently completed a Master’s or Ph.D. in Computer Science, Statistics, Electrical Engineering, or a related field', 'Solid foundation in deep learning architectures (e.g., Transformers) and familiarity with frameworks like PyTorch', 'Hands-on experience in hyperparameter tuning, loss function design, and training pipeline optimization', 'Strong proficiency in Python for data manipulation and ML experimentation', 'Familiarity with common ML techniques such as gradient boosting (e.g., XGBoost), PCA, and distributed training', 'Basic understanding of cloud platforms (AWS, GCP) and big data processing (Spark, Hadoop, SQL) is a plus', 'Good communication skills and willingness to work in a fast-paced, collaborative research environment']",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-intern-at-cognitiv-4144774479,LinkedIn
